function	description	AHHS_W_1S	AHHS_W_2S	AHHS_W_3S	AHHS_W_4S	AHJZ_P_13S	AHJZ_P_17S	AHJZ_P_21S	AHSZ_W_1S	AHSZ_W_2S	AHSZ_W_3S	AHSZ_W_4S	AHSZ_W_5S	AHYX_P_18S	AHYX_P_5S	AHYX_P_7S	AHYX_P_9S	HBHA_P_12S	HBHA_P_2S	HBHA_P_3S	HBHA_P_4S	HBHA_P_9S	HBHM_W_14S	HBHM_W_1S	HBHM_W_6S	HBHM_W_9S	HBLT_W_1S	HBLT_W_2S	HBLT_W_3S	HBLT_W_4S	HBLT_W_5S	HBYX_P_1S	HBYX_P_2S	HBYX_P_3S	HBYX_P_4S	HBYX_P_5S	HBYX_W_14S	HBYX_W_17S	HBYX_W_21S	HNSX_P_16S	HNSX_P_20S	HNSX_P_3S	HNSX_P_6S	HNSX_P_7S	HNSX_W_10S	HNSX_W_15S	HNSX_W_18S	HNSX_W_20S	HNSX_W_8S	JSJH_P_2S	JSJH_P_3S	JSJH_P_4S	JSJH_P_5S	JSJH_P_8S	JSJR_P_14S	JSJR_P_3S	JSJR_P_5S	JSJR_P_6S	JSTS_W_44S	JSTS_W_45S	JSTS_W_47S	JSTS_W_48S	JSTS_W_49S	SXXY_W_1S	SXXY_W_2S	SXXY_W_3S	SXXY_W_4S	SXXY_W_6S	SXYZ_P_13S	SXYZ_P_15S	SXYZ_P_7S
1.1.1.21	Aldose reductase	1509.92	2836.59	1883.99	1818.83	655.16	896.8299999999999	874.8399999999999	849.4000000000001	820.66	1276.16	523.34	600.6700000000001	485.16	586.1800000000001	685.34	454.83	870.6700000000001	318.0	342.67	1093.34	342.67	457.5	100.5	438.17	769.6600000000001	801.1700000000001	551.84	448.25	599.4300000000001	333.84000000000003	0.0	0.5	0.0	0.0	0.0	158.5	93.0	23.5	1085.83	5602.0	1598.67	1122.17	5294.0	637.99	1053.57	489.33	2166.74	1267.1699999999998	2157.17	1444.51	771.34	732.0	401.0	52.0	479.17	437.66	514.3299999999999	570.33	444.33	926.32	1095.83	420.0	1.0	1.0	36.0	19.0	18.5	0.0	0.0	12.0
1.1.1.215	Gluconate 2-dehydrogenase	4281.34	7479.6	5094.639999999999	5484.66	2035.59	2556.99	2647.69	2051.8	2013.65	2877.4	1342.35	1387.01	2476.65	1854.7	2084.1800000000003	1697.41	2245.51	1157.5	1039.26	2669.02	1033.68	1353.0	72.67	1128.68	2117.81	1928.68	1383.18	1266.5	1474.29	878.6800000000001	9712.5	15045.17	8356.52	10189.0	5274.5	923.5	398.25	190.5	3412.32	16327.17	4497.84	3487.84	16018.67	1614.64	2926.3	1501.3200000000002	5612.81	3052.1800000000003	5222.84	3766.52	2092.35	1876.33	1149.0	290.0	1404.01	1265.98	1296.16	1663.33	1372.91	2307.96	2928.49	1121.5	4748.5	4773.0	4099.0	3747.5	8585.0	13093.23	9667.71	6164.71
1.1.1.219	Dihydroflavanol 4-reductase	5992.34	7683.85	6216.48	6163.65	3678.32	4147.32	4503.6900000000005	5678.8	5257.82	6351.4	5225.22	4909.34	3036.14	3344.2	3418.01	3425.3099999999995	4260.34	2422.5	2856.08	4379.25	3127.0	5400.17	3060.5	4772.34	5032.15	5217.34	4400.18	5320.5	5093.360000000001	4541.68	697.5	334.0	616.5	449.0	697.5	2951.5	1983.5	3048.0	3522.16	13052.12	5123.25	4352.09	13146.86	6627.48	5794.969999999999	6071.98	8795.47	7061.84	7106.33	5895.74	5149.52	4907.9	4247.02	1635.0	3550.3	2890.45	3217.99	5918.49	5788.99	5759.639999999999	6236.99	5606.0	1038.15	1272.5	1268.15	1189.15	964.0	449.5	222.5	530.5
1.1.1.22	UDP-glucose 6-dehydrogenase	9470.0	9586.13	9162.14	9597.99	9079.09	9108.05	9940.929999999998	10118.3	9595.4	10008.15	10186.14	9128.51	7577.530000000001	8339.78	7378.95	8232.18	11687.919999999998	9950.95	9786.42	11119.91	10362.03	11488.25	10802.92	9921.43	10224.39	10420.44	9912.93	9621.09	10348.52	10171.67	10909.75	13719.83	9938.29	10943.68	8142.309999999999	6748.57	5772.17	6114.5	5595.15	16373.35	9602.53	7988.98	16361.07	11650.64	8549.5	10543.36	11691.8	11191.43	12694.28	10997.81	10690.24	11680.15	9960.84	6974.34	9367.96	8468.52	8581.61	9936.84	10216.91	10195.3	10811.56	10734.81	7076.53	6789.91	6604.49	6576.610000000001	7947.920000000001	9872.82	9711.8	7401.54
1.1.1.23	Histidinol dehydrogenase	6576.75	6128.27	6517.49	6579.23	6726.51	6320.89	6608.410000000001	7621.9	7101.91	7279.66	7367.63	7559.67	5990.54	5800.76	5437.57	6085.35	7935.75	7823.95	7063.5	7554.06	7506.19	9455.25	9308.75	8351.42	8456.99	8301.08	8232.59	7765.17	8117.76	8422.5	10707.61	14826.57	10067.4	10673.51	7027.24	5347.95	4930.67	5132.5	4174.66	9352.18	6862.110000000001	5553.09	9318.74	8851.99	6240.01	7931.29	7217.36	7688.92	8435.61	7570.8	7834.48	8862.32	7298.34	5968.34	7924.370000000001	6897.45	7016.28	7928.67	8164.45	8425.029999999999	8478.56	9389.39	6844.6	6687.16	6233.7	6432.110000000001	9493.92	11975.52	9103.48	7106.91
1.1.1.239	3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	38.0	24.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.25	Shikimate dehydrogenase	13722.43	15410.88	12881.27	13913.11	10318.14	11074.76	11600.53	12654.5	11250.21	12998.8	10823.28	10394.19	9615.28	9847.81	9267.24	9863.62	12233.6	10481.45	9623.43	12191.73	10436.330000000002	13361.91	11685.09	11754.78	14122.56	12825.44	11968.95	11573.59	12473.74	12552.69	10563.92	14439.21	10083.19	11099.41	7123.31	8072.95	7026.09	7113.83	8561.3	28599.460000000003	13536.82	11534.46	27065.65	14138.77	13453.55	14293.2	16081.31	16231.61	16827.23	14344.95	12919.73	13312.38	10180.18	7487.01	11204.21	10145.12	10427.11	12932.17	13013.52	13376.45	15164.88	12987.89	7614.74	9090.49	7801.82	7935.780000000001	10793.59	12086.45	9459.68	7533.05
1.1.1.251	Galactitol-1-phosphate 5-dehydrogenase	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.258	6-hydroxyhexanoate dehydrogenase	112.0	648.0	358.0	140.0	59.0	67.0	38.0	71.0	52.0	180.0	103.0	36.0	0.0	9.0	38.0	19.0	0.0	0.0	15.0	62.0	0.0	51.0	0.0	65.0	32.0	276.0	113.0	108.0	130.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	126.0	135.0	106.0	133.0	236.0	69.0	83.0	238.0	289.0	67.0	35.0	34.0	108.0	16.0	0.0	151.0	51.0	117.0	27.0	119.0	198.0	154.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.26	Glyoxylate reductase	5732.59	5294.84	4825.32	5825.55	5699.61	5111.39	5221.74	6448.4	5996.49	6163.16	5220.63	5117.17	5690.43	5622.01	4848.5	5874.52	6115.17	6334.5	5129.17	5283.469999999999	5627.610000000001	11537.83	8608.33	7301.0	7983.11	7887.83	7996.68	7880.42	8015.93	8517.01	12878.5	18483.42	11573.29	13655.830000000002	7786.67	5865.5	5539.92	5169.83	3997.33	9344.6	6275.54	5583.530000000001	9124.24	9842.32	6022.0	8886.1	8548.23	8202.0	8173.610000000001	6675.97	6791.23	7933.57	6437.34	5731.67	7015.82	6284.2	6293.33	8797.16	8835.74	7301.32	9407.0	9262.5	7717.12	8002.33	7020.16	7538.0	11724.1	15422.41	12135.17	8686.94
1.1.1.261	sn-glycerol-1-phosphate dehydrogenase	1144.33	798.3299999999999	1075.5	905.83	818.0699999999999	947.67	860.34	1992.0	1437.0	1840.0	2514.0	2841.0	627.5	771.5	456.96	519.91	945.33	991.7	888.5	868.6700000000001	1038.66	763.5	2895.0	1380.0	1112.9699999999998	1185.91	1145.25	1329.0	1364.83	1126.83	765.3	874.9000000000001	814.73	1118.15	715.99	661.33	473.0	589.1700000000001	390.83	238.33	577.41	349.01	344.0	658.0	852.25	733.69	843.29	1174.17	925.5	805.0000000000001	1009.0	999.83	1207.5	692.1700000000001	836.63	742.8299999999999	627.53	657.6700000000001	465.87	1241.71	763.48	752.6399999999999	442.73	452.08	638.29	357.17	453.83	801.16	823.5	812.35
1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase	4990.59	6012.68	4588.139999999999	5250.08	4142.32	4161.83	4377.2	4904.8	4321.4	5621.57	3075.9300000000003	3356.76	4017.15	4320.27	4261.0	4057.92	4048.76	3074.75	2831.51	4078.1	3301.1000000000004	5826.08	3396.92	4004.18	5859.06	5531.18	4570.68	4932.0	4734.79	5120.68	1433.09	1349.41	1380.84	1570.4	1614.75	3348.5	3399.84	2539.16	3793.32	10826.43	5467.1	5532.83	9368.68	4831.139999999999	5844.46	6732.48	8318.56	8015.59	6637.17	5647.84	4375.68	4827.07	3346.5	2744.34	4423.26	4559.23	4480.67	5419.0	5368.41	5155.459999999999	6959.66	4805.25	1680.08	3070.66	2461.24	2592.67	2249.04	923.41	1120.09	1234.7
1.1.1.264	L-idonate 5-dehydrogenase (NAD(P)(+))	2429.0	3216.94	2528.66	3173.43	1476.45	1641.34	1916.52	1171.9	996.33	908.66	967.09	582.4200000000001	1616.27	1623.34	1385.44	1212.91	1370.5	1086.5	927.42	1361.1799999999998	1067.83	1255.1699999999998	368.67	701.5899999999999	1391.9899999999998	989.67	788.25	1048.5	884.53	1299.0	501.36	395.15	344.63	435.98	354.24	756.0	482.34	494.66	2070.49	10325.34	2948.33	2466.5	10263.51	1475.16	1931.65	1834.15	3086.83	2162.17	2197.17	1875.0	1343.09	1388.4899999999998	841.0	503.34	1138.5	1207.9899999999998	973.0	947.67	1179.83	1063.82	1118.91	818.5	372.98	717.3199999999999	614.45	523.78	563.39	182.52	185.61	239.8
1.1.1.267	1-deoxy-D-xylulose-5-phosphate reductoisomerase	6370.75	5901.27	6140.49	6254.23	6460.51	6312.89	6572.410000000001	7636.9	7076.91	7231.66	7355.63	7451.67	5498.54	5753.76	5181.57	5941.1	8103.75	7762.95	7148.5	7733.06	7595.19	9490.25	9434.75	8071.42	8225.99	7804.08	7888.59	7517.17	7892.76	8100.5	7456.610000000001	9498.57	7190.400000000001	7747.51	5097.24	5269.95	4937.67	4994.5	3849.66	9306.18	6808.110000000001	5737.59	9430.74	8828.99	5992.01	7700.29	6986.36	7913.92	8498.61	7687.8	7978.48	8934.32	7485.34	6048.34	7612.620000000001	6789.7	7047.03	7924.67	8007.45	8139.03	8387.56	8915.39	5460.27	5533.16	5209.37	5256.780000000001	6760.92	7613.519999999999	6466.4800000000005	5156.91
1.1.1.27	L-lactate dehydrogenase	1334.0	2010.8	1640.0	1531.3	1037.3000000000002	1464.17	1593.17	2345.9	1656.0	2264.5	2669.75	2773.75	2225.38	870.8299999999999	1199.95	1798.66	1638.5	1269.0	1331.75	1532.5	1660.5	1202.0	3156.0	1802.5	1676.4699999999998	1808.91	1701.75	1624.5	1603.6	1346.5	7730.36	10667.86	6787.0	8179.04	4716.46	878.24	514.1700000000001	430.33	972.5	924.5	870.6600000000001	1127.16	1685.0	745.5	1316.75	983.69	1096.79	1745.33	1099.0	1089.33	1316.5	1475.83	1392.0	836.6700000000001	1202.0	766.0	908.67	1006.51	1097.21	1823.38	1366.81	1026.97	3313.76	2796.82	2671.03	2280.38	4221.81	8090.47	7608.309999999999	4496.110000000001
1.1.1.271	GDP-L-fucose synthase	4019.92	4038.42	3441.99	4160.5	3101.57	3382.17	3923.35	4630.5	4542.66	4716.33	3806.67	3209.17	2837.16	3297.0	2549.23	3481.34	3757.67	2412.5	2811.67	3727.67	3282.84	6126.33	3764.0	3533.67	4936.13	5434.58	4844.84	4813.0	4535.83	5472.34	771.48	707.8	950.48	909.2	823.0699999999999	2636.0	2936.84	2403.66	2078.33	7168.51	3474.6800000000003	3454.66	6686.51	4420.99	3702.15	5154.35	6770.03	5196.33	4687.0	4426.83	4260.0	4653.99	4065.0	2359.34	3337.17	3092.66	3647.34	5776.5	4924.04	4351.53	5708.639999999999	5235.139999999999	1386.14	2122.66	1643.9499999999998	1915.84	1688.24	541.8199999999999	669.24	718.42
1.1.1.275	(+)-trans-carveol dehydrogenase	426.0	427.5	358.5	328.0	294.0	327.5	312.0	388.0	471.5	411.0	629.0	407.5	299.5	254.0	244.0	299.0	116.0	102.5	85.0	57.0	141.0	181.0	474.5	642.5	165.0	381.0	345.0	920.0	548.0	403.0	73.0	34.0	105.0	52.0	99.0	633.5	286.0	638.5	255.0	247.5	196.0	318.5	554.0	926.5	576.5	640.0	589.0	574.0	178.5	284.0	394.0	175.5	126.0	226.0	360.0	223.0	240.0	779.0	913.5	623.5	630.0	657.0	114.0	182.0	193.0	167.5	147.0	67.0	38.0	86.0
1.1.1.276	Serine 3-dehydrogenase (NADP(+))	1551.92	2926.84	1979.99	2040.33	790.66	964.83	931.84	893.4000000000001	864.66	1329.41	564.34	630.6700000000001	569.16	649.1800000000001	806.34	577.8299999999999	1031.67	558.0	495.67	1224.34	513.6700000000001	537.5	58.5	691.6700000000001	906.66	842.17	577.84	529.25	669.9300000000001	372.84	195.0	99.0	163.0	196.0	273.0	391.0	349.25	196.5	1299.83	5816.0	1889.67	1555.17	5542.0	811.99	1232.07	856.3299999999999	2205.24	2052.67	2282.17	1652.51	931.34	938.0	475.0	169.0	767.67	738.66	794.3299999999999	797.33	661.58	1031.32	1257.83	420.0	174.0	549.0	573.0	239.0	210.5	105.0	272.0	262.0
1.1.1.28	D-lactate dehydrogenase	2809.17	4596.26	3249.6400000000003	3374.88	1127.98	1465.21	1450.92	1430.0	1418.65	1871.57	812.6800000000001	1049.01	868.59	943.36	973.9	792.77	1134.51	785.7	567.8399999999999	1540.9	605.46	1049.33	373.67	635.1800000000001	1329.42	1372.85	1014.18	798.5	1120.32	788.51	161.64	177.31	177.29	143.9	246.07	416.83	220.25	285.17	1681.3200000000002	10301.34	2914.84	1948.34	9929.5	1116.64	1788.41	995.26	3612.64	2059.6800000000003	3723.9	2400.07	1268.07	1096.0	466.56	264.67	828.7	901.98	779.28	1158.5	890.0699999999999	1611.29	1939.33	645.17	106.64	78.0	207.79	194.67	146.0	196.6	52.53	140.31
1.1.1.281	GDP-4-dehydro-6-deoxy-D-mannose reductase	1731.92	3454.86	2327.49	2120.76	1432.62	1395.83	1311.67	1040.4	1203.66	1471.99	970.51	1040.17	868.16	898.52	1288.75	896.49	1365.67	634.0	754.4200000000001	1479.01	621.0	668.17	527.5	855.4200000000001	766.8	1160.58	824.5900000000001	635.25	875.03	471.84	567.47	696.1800000000001	738.79	708.9200000000001	598.3199999999999	349.24	210.0	182.0	1436.83	5991.33	2071.83	1360.06	5762.0	774.99	1122.49	533.1899999999999	2452.03	1409.1699999999998	2750.84	1888.85	1110.01	1173.67	816.5	417.0	965.17	820.66	962.16	597.3299999999999	656.54	1127.03	1160.05	493.14	330.06	280.33	358.29	147.5	253.5	624.56	611.7	765.0799999999999
1.1.1.284	S-(hydroxymethyl)glutathione dehydrogenase	10920.58	10983.69	10399.82	10575.97	8449.68	8245.07	8322.26	10190.4	9921.49	9838.24	9784.55	8998.42	8350.869999999999	7447.01	6811.030000000001	7586.429999999999	8506.16	8625.6	7260.75	7831.150000000001	7805.59	9184.0	11566.83	11197.5	9686.25	11355.55	10165.43	12546.28	11740.26	11441.98	8601.72	11142.26	8263.87	8167.110000000001	6485.26	8994.83	6944.51	8973.33	6656.49	19829.6	9932.87	8900.76	20481.08	12782.82	11005.74	13425.42	13591.23	13708.5	11263.78	9545.47	9361.9	9164.06	6521.34	7119.52	10103.13	9101.11	8285.259999999998	11894.16	12201.85	11174.53	12835.76	11548.14	5933.21	6867.32	6581.32	6977.450000000001	7724.420000000001	7924.68	6282.89	5384.11
1.1.1.287	D-arabinitol dehydrogenase (NADP(+))	0.0	0.0	0.0	11.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0	88.0	0.0	44.0	0.0	0.0	28.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	17.0	18.0	0.0	28.0	27.0	0.0	0.0	13.5
1.1.1.289	Sorbose reductase	52.0	51.0	35.0	28.0	5.0	13.0	18.0	0.0	0.0	0.0	0.0	34.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	23.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	17.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.29	Glycerate dehydrogenase	3435.84	4364.84	3435.32	3923.83	1913.73	2163.0	2449.51	3034.0	2866.99	2822.66	2018.84	1849.67	1783.4899999999998	2301.1800000000003	2028.41	2320.16	2193.17	1455.0	1594.84	1910.17	1541.5	4412.33	2714.33	2656.5	3517.4700000000003	4167.74	3449.01	3622.5	3341.83	3535.01	432.33	330.29	434.34	424.42	416.67	1876.5	2085.0	2194.33	2048.66	10726.5	3734.17	3084.84	10226.16	3442.82	3404.4	4310.1900000000005	5786.11	4502.17	4034.84	3278.68	2644.67	2727.33	2034.0	1469.5	2013.5	1905.49	1920.66	2295.33	3056.87	2652.03	3272.72	2761.64	1061.33	1481.0	1209.33	1572.83	1325.73	214.5	190.17	476.23
1.1.1.290	4-phosphoerythronate dehydrogenase	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	62.0	127.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	119.0	5.0	0.0	0.0	0.0	0.0	6.0
1.1.1.291	2-hydroxymethylglutarate dehydrogenase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.292	1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming)	1027.17	1234.01	668.81	855.0	410.48	776.99	771.53	681.5	477.32	1116.49	372.01	356.01	538.8199999999999	647.02	732.5	610.5	562.01	408.5	274.01	867.8499999999999	422.52	467.33	21.84	557.35	1200.31	798.3499999999999	549.34	385.0	601.49	406.84	92.0	45.5	75.0	73.5	178.0	545.5	334.5	372.0	611.6500000000001	1899.51	1006.84	946.5	1426.67	524.8100000000001	1287.64	702.15	1811.15	1378.35	1496.5	1462.67	977.01	842.49	326.5	114.0	544.01	607.48	518.0	550.34	566.8299999999999	850.96	900.66	250.0	136.5	258.0	234.0	194.5	210.0	44.5	41.5	38.0
1.1.1.3	Homoserine dehydrogenase	7541.75	6394.77	6951.99	7381.2	7635.849999999999	7439.280000000001	8106.14	9551.3	9027.16	9102.41	8954.17	8812.92	6702.48	7275.84	6263.23	7793.96	9762.5	8818.7	8534.58	9159.11	9332.05	13201.5	12317.5	9711.42	10441.85	10258.58	10549.09	10062.92	10083.86	10873.5	9758.53	12559.82	9188.15	10216.39	6452.99	6542.45	6459.59	6164.83	4181.16	10072.03	7643.39	6466.780000000001	10140.64	10810.49	7303.2	9978.06	9291.69	9399.0	10060.55	9343.59	9861.37	10934.81	9789.18	7259.01	8838.19	7861.16	8381.7	9386.67	9852.95	9617.53	10177.06	11127.64	6510.68	6219.49	5806.110000000001	6463.610000000001	7837.59	9476.72	8298.9	6291.16
1.1.1.30	3-hydroxybutyrate dehydrogenase	8567.76	11177.35	8342.13	9406.63	6732.81	6930.05	7154.9400000000005	8302.8	7764.559999999999	9007.98	5903.56	6144.43	6883.25	6736.450000000001	6517.56	6864.02	6811.26	4966.45	4862.26	6558.91	5166.039999999999	12686.08	7292.92	6999.35	9770.66	9140.68	7936.02	8874.42	7872.35	8887.18	10091.42	14020.08	9074.61	9529.18	6617.42	6002.83	6012.34	5183.16	6623.48	21512.19	9568.96	8732.59	20010.41	9368.13	9001.720000000001	10889.08	13757.88	12693.93	11826.78	9505.81	7625.41	8909.81	6660.84	4538.01	7026.38	6966.929999999999	7151.28	9286.5	9179.9	8468.28	11412.66	9087.75	5922.04	7877.16	6678.24	6985.84	9321.07	10969.82	8461.970000000001	5952.81
1.1.1.300	NADP-retinol dehydrogenase	12.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	10.0	11.0	26.0	24.0	0.0	0.0	0.0	0.0	4.0	0.0	14.0	11.0	11.0	0.0	0.0	0.0	0.0	0.0	25.0	9.0	3.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	13.0	0.0	0.0	15.0	13.0	14.0	19.0	0.0	0.0	0.0	0.0
1.1.1.302	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.303	Diacetyl reductase ((R)-acetoin forming)	2726.67	2050.11	1436.9899999999998	2377.23	2993.1800000000003	2153.56	2327.08	1947.0	1621.91	1771.74	1543.8000000000002	1407.17	3113.04	3193.6000000000004	2621.58	2307.84	2131.08	2123.45	1675.0	1326.4	1892.18	3807.42	3513.25	2435.42	2538.33	2848.74	2473.59	3057.09	2821.33	3509.5	1351.27	1275.57	1266.63	1280.98	1337.16	3131.0	2735.42	3544.33	2320.49	3000.1800000000003	2534.77	2257.54	2971.74	2663.99	2720.09	3378.12	2930.61	3760.59	3165.95	2654.6400000000003	2418.15	2654.82	1899.34	2201.84	3302.9500000000003	3033.03	2605.94	2525.33	3173.53	2320.03	2894.05	3250.89	1490.73	1961.49	1832.37	2494.11	2129.05	599.28	504.03	786.97
1.1.1.304	Diacetyl reductase ((S)-acetoin forming)	3764.84	5727.85	4105.639999999999	4027.41	2113.32	2459.16	2515.86	2737.4	2675.9	3279.15	1881.1	1867.26	2250.65	2031.78	2053.01	1600.83	2122.26	1125.75	1098.01	2317.27	1159.9299999999998	1782.25	994.92	1721.68	2508.06	2879.18	1941.68	2431.34	2060.09	2182.34	3589.42	5576.75	3035.35	3253.8	2211.25	1898.0	759.9200000000001	1657.33	2783.82	12025.09	3707.26	3178.67	11286.84	2618.1400000000003	3368.38	2963.15	5371.31	4227.759999999999	5039.34	4001.35	2434.85	2068.91	927.0	384.34	1623.01	1466.48	1234.58	1999.83	2315.66	2701.46	3323.99	1557.25	1773.75	2196.83	1870.08	1675.67	3228.37	4352.98	2882.13	2063.75
1.1.1.305	UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating)	0.0	116.0	0.0	1.0	0.0	0.0	15.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0	4.0	0.0	3.0	2.0	0.0	0.0	5.0	0.0	62.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	119.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.306	S-(hydroxymethyl)mycothiol dehydrogenase	2241.83	1579.83	1985.0	1668.33	2315.66	2196.34	2129.6800000000003	2794.0	2115.5	2449.5	3394.0	3340.5	1862.0	2332.0	1558.22	1665.16	3150.66	4137.2	2788.0	2677.84	3231.32	1691.5	4523.5	3491.5	2474.83	2500.33	2633.5	2741.17	3218.33	2742.66	733.66	793.67	997.84	649.5	974.34	1523.33	1062.5	1845.17	1221.66	1125.83	1713.33	1286.18	1639.16	3499.0	1857.16	2231.66	1659.5	2437.84	2623.0	2250.5	2860.0	2690.66	2056.0	2315.84	3091.46	2576.66	2380.61	2741.17	2455.32	3268.0	2781.34	2951.0	699.5	645.5	925.0	1261.17	981.66	661.6800000000001	375.68	538.84
1.1.1.308	Sulfopropanediol 3-dehydrogenase	832.0	664.0	569.5	855.5	966.0	1013.0	1031.0	795.5	909.0	882.5	643.5	803.0	1307.5	1295.5	1213.5	1429.25	1147.0	1183.5	953.5	896.0	1036.0	2576.5	2625.0	1501.5	1747.0	1285.0	1595.0	1204.0	1485.6	1445.0	3551.5	5478.67	3119.92	3298.88	2019.0	1575.0	1552.5	1268.5	573.0	883.0	843.5	879.5	569.8299999999999	1179.5	1226.0	1131.0	872.5	1184.5	1163.5	1107.5	995.0	1333.5	1189.0	1030.0	1197.25	1176.75	1399.75	1393.0	1356.0	1113.0	1608.5	1464.5	2005.83	2063.0	1737.83	1843.33	3383.0	4451.62	2954.67	2081.08
